,p_id,review_id
300,B001VPEFPY,201513
301,B001VPEFPY,201611
302,B001VPEFPY,202012
303,B001VPEFPY,202217
304,B001VPEFPY,202696
305,B001VPEFPY,203580
306,B001VPEFPY,204096
307,B001VPEFPY,204302
308,B001VPEFPY,205027
309,B001VPEFPY,205077
310,B001VPEFPY,207061
311,B00L5HZCPU,96030
312,B0181LWMZ0,96031
313,B010HW5HV2,96032
314,B004X8JLN2,96033
315,B08TTP42Q1,96034
316,B08TTP42Q1,96810
317,B08TTP42Q1,100492
318,B08TTP42Q1,106313
319,B08TTP42Q1,121924
320,B08TTP42Q1,143759
321,B08TTP42Q1,143760
322,B08TTP42Q1,154435
323,B08TTP42Q1,155306
324,B08TTP42Q1,158538
325,B08TTP42Q1,161065
326,B08TTP42Q1,162645
327,B08TTP42Q1,165431
328,B08TTP42Q1,205474
329,B08TTP42Q1,207094
330,B08TTP42Q1,207295
331,B0767M54JB,96035
332,B088D2ZCD5,96036
333,B01M1OFZOG,96037
334,B01MDLG6II,96038
335,B0168LM53E,96039
336,B01JOKTHE6,96040
337,B07VWYNBHJ,96041
338,B073TBC4TS,96042
339,B01GS7QKQQ,96043
340,B017XD9GP6,96044
341,B082Q58ZTV,96045
342,B0721R3XCQ,96046
343,B08C2P34JC,96047
344,B087BC7GPT,96048
345,B08P4KS91J,96049
346,B073QSZ7L8,96050
347,B07PDL9GRS,96051
348,B08B7QTGQH,96052
349,B005XSZS92,96053
350,B07FMH13N6,96054
351,B001ECZJYU,96055
352,B001ECZJYU,172490
353,B07CDYN5W8,96056
354,B09HTPJ5PJ,96057
355,B08BY91SGT,96058
356,B00IUI0QFS,96059
357,B000NIZYIW,96060
358,B08JVJ1TDC,96061
359,B08G149DSD,96062
360,B086WDP3JW,96063
361,B071LLTN9H,96064
362,B0811W2VTR,96065
363,B08LG88SWS,96066
364,B08DJ1BMHX,96067
365,B00XXZZCCU,96068
366,B01EUR8IPW,96069
367,B08F4ZDVZQ,96070
368,B091DF3MPN,96071
369,B09758QG59,96072
370,B08RYQXJ88,96073
371,B08RMZXNH8,96074
372,B09473GGM4,96075
373,B08HTZKMJ5,96076
374,B08QYW2FJ2,96077
375,B08L632WH7,96078
376,B08G15JBYN,96079
377,B07JJHCQPF,96080
378,B0952LTVVB,96081
379,B08QZ6H2G4,96082
380,B07H6G9NKG,96083
381,B08CHNZBDC,96084
382,B08CHNZBDC,99604
383,B08CHNZBDC,101174
384,B08CHNZBDC,105225
385,B08CHNZBDC,105226
386,B08CHNZBDC,106063
387,B08CHNZBDC,109572
388,B08CHNZBDC,114708
389,B08CHNZBDC,114889
390,B08CHNZBDC,117851
391,B08CHNZBDC,133392
392,B08CHNZBDC,135678
393,B08CHNZBDC,136216
394,B08CHNZBDC,137561
395,B08CHNZBDC,137679
396,B08CHNZBDC,138623
397,B08CHNZBDC,138656
398,B08CHNZBDC,139260
399,B08CHNZBDC,139453
400,B08CHNZBDC,139455
401,B08CHNZBDC,139459
402,B08CHNZBDC,140663
403,B08CHNZBDC,141569
404,B08CHNZBDC,143084
405,B08CHNZBDC,147506
406,B08CHNZBDC,148044
407,B08CHNZBDC,148460
408,B08CHNZBDC,148530
409,B08CHNZBDC,148965
410,B08CHNZBDC,149162
411,B08CHNZBDC,149244
412,B08CHNZBDC,151900
413,B08CHNZBDC,152064
414,B08CHNZBDC,152809
415,B08CHNZBDC,153268
416,B08CHNZBDC,154104
417,B08CHNZBDC,158393
418,B08CHNZBDC,158943
419,B08CHNZBDC,167125
420,B08CHNZBDC,169092
421,B08CHNZBDC,169099
422,B08CHNZBDC,169511
423,B08CHNZBDC,170037
424,B08CHNZBDC,170920
425,B08CHNZBDC,171242
426,B08CHNZBDC,173514
427,B08CHNZBDC,173837
428,B08CHNZBDC,175511
429,B08CHNZBDC,179592
430,B08CHNZBDC,181490
431,B08CHNZBDC,181608
432,B08CHNZBDC,183789
433,B08CHNZBDC,185235
434,B08CHNZBDC,185412
435,B08CHNZBDC,187141
436,B08CHNZBDC,187380
437,B08CHNZBDC,187420
438,B08CHNZBDC,187528
439,B08CHNZBDC,187882
440,B08CHNZBDC,188175
441,B08CHNZBDC,188176
442,B08CHNZBDC,188428
443,B08CHNZBDC,188639
444,B08CHNZBDC,188662
445,B08CHNZBDC,189300
446,B08CHNZBDC,189462
447,B08CHNZBDC,190101
448,B08CHNZBDC,190328
449,B08CHNZBDC,191326
450,B08CHNZBDC,191404
451,B08CHNZBDC,192178
452,B08CHNZBDC,192532
453,B08CHNZBDC,192533
454,B08CHNZBDC,192916
455,B08CHNZBDC,193623
456,B08CHNZBDC,193709
457,B08CHNZBDC,194772
458,B08CHNZBDC,196098
459,B08CHNZBDC,196126
460,B08CHNZBDC,197072
461,B08CHNZBDC,198150
462,B08CHNZBDC,198937
463,B08CHNZBDC,199148
464,B08CHNZBDC,200148
465,B08CHNZBDC,200672
466,B08CHNZBDC,200758
467,B08CHNZBDC,200789
468,B08CHNZBDC,200976
469,B08CHNZBDC,201056
470,B08CHNZBDC,201282
471,B08CHNZBDC,201678
472,B08CHNZBDC,201824
473,B08CHNZBDC,202919
474,B08CHNZBDC,202976
475,B08CHNZBDC,203041
476,B08CHNZBDC,203822
477,B08CHNZBDC,203823
478,B08CHNZBDC,204299
479,B08CHNZBDC,204451
480,B08CHNZBDC,204535
481,B08CHNZBDC,204839
482,B08CHNZBDC,204856
483,B08CHNZBDC,205523
484,B08CHNZBDC,205524
485,B08CHNZBDC,205525
486,B08CHNZBDC,206385
487,B08CHNZBDC,206517
488,B08CHNZBDC,206689
489,B08CHNZBDC,206732
490,B08CHNZBDC,206801
491,B0749FXL1T,96085
492,B00R1TAN7I,96086
493,B08L5KN7X4,96087
494,B0892NLYBY,96088
495,B078H7BVR9,96089
496,B08R6YH4QD,96090
497,B005AL5H9S,96091
498,B091C81G26,96092
499,B07NCXVDD4,96093
500,B07WRF6KMW,96094
501,B07DXCVLY7,96095
502,B01G5YXKOM,96096
503,B01MFC2Q8C,96097
504,B078Z6MGVW,96098
505,B07JK2KLZ7,96099
506,B07JK2KLZ7,98840
507,B07JK2KLZ7,99262
508,B07JK2KLZ7,99297
509,B07JK2KLZ7,103102
510,B07JK2KLZ7,104159
511,B07JK2KLZ7,104820
512,B07JK2KLZ7,106125
513,B07JK2KLZ7,106753
514,B07JK2KLZ7,107731
515,B07JK2KLZ7,107946
516,B07JK2KLZ7,110157
517,B07JK2KLZ7,110158
518,B07JK2KLZ7,110207
519,B07JK2KLZ7,119440
520,B07JK2KLZ7,126209
521,B07JK2KLZ7,128361
522,B07JK2KLZ7,129884
523,B07JK2KLZ7,135385
524,B07JK2KLZ7,135969
525,B07JK2KLZ7,142940
526,B07JK2KLZ7,146002
527,B07JK2KLZ7,146456
528,B07JK2KLZ7,149676
529,B07JK2KLZ7,152136
530,B07JK2KLZ7,152739
531,B07JK2KLZ7,154043
532,B07JK2KLZ7,154776
533,B07JK2KLZ7,155933
534,B07JK2KLZ7,163348
535,B07JK2KLZ7,165830
536,B07JK2KLZ7,166943
537,B07JK2KLZ7,171435
538,B07JK2KLZ7,174838
539,B07JK2KLZ7,177596
540,B07JK2KLZ7,178396
541,B07JK2KLZ7,179353
542,B07JK2KLZ7,183657
543,B07JK2KLZ7,184989
544,B07JK2KLZ7,185376
545,B07JK2KLZ7,189136
546,B07JK2KLZ7,190184
547,B07JK2KLZ7,193215
548,B07JK2KLZ7,193603
549,B07JK2KLZ7,195802
550,B07JK2KLZ7,196795
551,B07JK2KLZ7,196796
552,B07JK2KLZ7,199549
553,B07JK2KLZ7,204645
554,B07JK2KLZ7,206986
555,B01MRXYNXE,96100
556,B08W8LKLHB,96101
557,B08BWXMPBH,96102
558,B07QR1VCHM,96103
559,B0753G2QQJ,96104
560,B095GYCNJV,96105
561,B0915K4F5P,96106
562,B09D2RQ313,96107
563,B07Z7XTFSJ,96108
564,B001ECZJYU,96110
565,B01850QOWE,96111
566,B07G7B3F1F,96112
567,B09FFQT1KK,96113
568,B09BHNWDFB,96114
569,B08ZYKQ3D3,96115
570,B088LWRYJC,96116
571,B07JHV9P52,96117
572,B07DSC4X3K,96118
573,B07DNGSYK8,96119
574,B01BEYRHBA,96120
575,B07MMWXPLJ,96121
576,B085G494ZY,96122
577,B07KHJPLLB,96123
578,B00C0YZBJE,96124
579,B081LMKWMR,96125
580,B07KXVGHTV,96126
581,B07JHJJTLG,96127
582,B001LBFC6E,96128
583,B004GHIEZQ,96129
584,B00H2QTO0W,96130
585,B00H2QTO0W,104305
586,B00H2QTO0W,149534
587,B00H2QTO0W,150512
588,B00H2QTO0W,152352
589,B00H2QTO0W,157834
590,B00H2QTO0W,178881
591,B00H2QTO0W,181120
592,B00H2QTO0W,181121
593,B00H2QTO0W,206060
594,B00H2QTO0W,206627
595,B07R638CNF,96131
596,B074W1M23V,96132
597,B01KZNUGNC,96133
598,B006UNQ1NQ,96134
599,B07KKN2G3X,96135
600,B01M1I8MDE,96136
601,B001GILLJ4,96137
602,B08D9RD3Q2,96138
603,B0786WXVBL,96139
604,B01BJCLNIA,96140
605,B008TGMJQA,96141
606,B09V1WFGFX,96142
607,B07Y3X4WFQ,96143
608,B00CBP9U5I,96144
609,B071WNLNBB,96145
610,B0BNWSR278,96146
611,B0BNWSR278,97654
612,B0BNWSR278,105103
613,B0BNWSR278,105757
614,B0BNWSR278,110007
615,B0BNWSR278,111635
616,B0BNWSR278,114788
617,B0BNWSR278,121007
618,B0BNWSR278,123654
619,B0BNWSR278,124136
620,B0BNWSR278,124838
621,B0BNWSR278,127677
622,B0BNWSR278,132594
623,B0BNWSR278,136823
624,B0BNWSR278,139356
625,B0BNWSR278,140186
626,B0BNWSR278,142935
627,B0BNWSR278,144593
628,B0BNWSR278,145556
629,B0BNWSR278,148841
630,B0BNWSR278,155540
631,B0BNWSR278,156875
632,B0BNWSR278,164513
633,B0BNWSR278,166845
634,B0BNWSR278,166846
635,B0BNWSR278,167022
636,B0BNWSR278,170492
637,B0BNWSR278,170826
638,B0BNWSR278,172201
639,B0BNWSR278,172848
640,B0BNWSR278,175430
641,B0BNWSR278,178078
642,B0BNWSR278,179470
643,B0BNWSR278,182104
644,B0BNWSR278,184502
645,B0BNWSR278,187365
646,B0BNWSR278,191449
647,B0BNWSR278,196524
648,B0BNWSR278,201567
649,B0BNWSR278,201689
650,B0BNWSR278,205647
651,B07975VMYB,96147
652,B07M6LSZVF,96148
653,B0133J179M,96149
654,B00ZS8F73Y,96150
655,B018IU1KK2,96151
656,B00U54AQXC,96152
657,B0BMWQQR9W,96153
658,B00R2TO8AK,96154
659,B0B5BZ5MV4,96155
660,B097BSKSQW,96156
661,B08HC5LDYF,96157
662,B09PFW98PL,96158
663,B0C1ND3FVR,96159
664,B073BG3LKP,96160
665,B0182PKATA,96161
666,B017BGJLBE,96162
667,B014I0FDVI,96163
668,B093ZNFPZZ,96164
669,B01N2VTZCC,96165
670,B01GC0DIMS,96166
671,B01KFENEXK,96167
672,B0733237JT,96168
673,B007XVU91E,96169
674,B001ECZJYU,96170
675,B001ECZJYU,97586
676,B001ECZJYU,140632
677,B00IKMAGT0,96171
678,B010813796,96172
679,B010813796,96860
680,B010813796,98001
681,B010813796,98501
682,B010813796,100379
683,B010813796,101087
684,B010813796,102507
685,B010813796,104479
686,B010813796,107153
687,B010813796,110533
688,B010813796,111942
689,B010813796,112011
690,B010813796,112095
691,B010813796,112434
692,B010813796,113050
693,B010813796,113936
694,B010813796,120482
695,B010813796,121848
696,B010813796,124906
697,B010813796,125198
698,B010813796,125880
699,B010813796,129596
700,B010813796,130219
701,B010813796,130222
702,B010813796,134005
703,B010813796,135314
704,B010813796,135947
705,B010813796,136414
706,B010813796,137366
707,B010813796,137743
708,B010813796,139216
709,B010813796,140824
710,B010813796,142054
711,B010813796,143053
712,B010813796,144635
713,B010813796,144854
714,B010813796,146095
715,B010813796,146534
716,B010813796,150417
717,B010813796,150463
718,B010813796,151249
719,B010813796,156829
720,B010813796,159980
721,B010813796,160675
722,B010813796,162165
723,B010813796,162276
724,B010813796,162433
725,B010813796,162785
726,B010813796,163143
727,B010813796,163776
728,B010813796,166513
729,B010813796,167314
730,B010813796,167938
731,B010813796,174786
732,B010813796,178701
733,B010813796,180898
734,B010813796,181556
735,B010813796,181882
736,B010813796,184934
737,B010813796,184935
738,B010813796,186508
739,B010813796,203944
740,B010813796,204108
741,B010813796,204593
742,B010813796,205376
743,B07L99RG2J,96173
744,B07QH6Y1Q5,96174
745,B01F65SZ5U,96175
746,B089K5RW6C,96176
747,B09XF2RL1S,96177
748,B07L1XW8W3,96178
749,B074WKKRGT,96179
750,B07Q358MBK,96180
751,B07VHCGQQ6,96181
752,B0189K2P0K,96182
753,B0189K2P0K,128930
754,B0189K2P0K,137081
755,B0189K2P0K,143818
756,B0189K2P0K,164942
757,B0189K2P0K,176847
758,B08Q827PTS,96183
759,B07CN2Q72W,96184
760,B07CN2Q72W,157923
761,B07CN2Q72W,162241
762,B07CN2Q72W,167289
763,B017FYTGHQ,96185
764,B017FYTGHQ,128013
765,B07YYV6L9L,96186
766,B08TV67NGC,96187
767,B07W1VXKT7,96188
768,B07RQWRZS4,96189
769,B06XB8RR88,96190
770,B085TPM69T,96191
771,B097CTQ9HN,96192
772,B006WZD7FW,96193
773,B09LWV3HH2,96194
774,B09CHC299W,96195
775,B00011JJNC,96196
776,B00ESMQKUU,96197
777,B01BV3OCWG,96198
778,B01G6LWLQM,96199
779,B07CNPVG3N,96200
780,B096LVYQHW,96201
781,B00UAEXPL2,96202
782,B0966F9JZ1,96203
783,B07MLGCDRD,96204
784,B07T95VV2V,96205
785,B00X5U8D6U,96206
786,B09WSVFSGJ,96207
787,B083NW3W4J,96208
788,B07WRQ712Z,96209
789,B077PVHY1H,96210
790,B086BZ7ZRX,96211
791,B01DX9HUP2,96212
792,B001MP47WE,96213
793,B001FYT87G,96214
794,B0753F4VKP,96215
795,B000X20Y4C,96216
796,B07918CXJ1,96217
797,B08Z7FQGW3,96218
798,B093JGCRWX,96219
799,B08Q8NQMX2,96220
800,B097JXPZ6D,96221
801,B095RWJJB8,96222
802,B0963RH85G,96223
803,B095P6Z9QK,96224
804,B0919R1CYT,96225
805,B0952KBKHZ,96226
806,B093YZRFLW,96227
807,B086VRRD99,96228
808,B08QZBZG89,96229
809,B09188R9KV,96230
810,B0863FZFPV,96231
811,B08S3VFJ22,96232
812,B08SQXBZ5W,96233
813,B0895XPZNT,96234
814,B08SQ31H8P,96235
815,B08RP5QJS8,96236
816,B08QHP717Z,96237
817,B01N7A5AGF,96238
818,B07K1QJH5P,96239
819,B0778MBLQ7,96240
820,B07FT468GT,96241
821,B08X425FHL,96242
822,B008R9Q6V8,96243
823,B00JXRBVYU,96244
824,B07D7VDBGC,96245
825,B085PW8XMC,96246
826,B019GBG0IE,96247
827,B07HJ61XHK,96248
828,B00MIH1AIO,96249
829,B00I12SP8I,96250
830,B0925PW5LD,96251
831,B089RZ53YS,96252
832,B00FQD0LNW,96253
833,B07DKLM8YP,96254
834,B079VDV2LH,96255
835,B004UTSRNY,96256
836,B004UTSRNY,97184
837,B004UTSRNY,100926
838,B004UTSRNY,101179
839,B004UTSRNY,101726
840,B004UTSRNY,106512
841,B004UTSRNY,108450
842,B004UTSRNY,113193
843,B004UTSRNY,114900
844,B004UTSRNY,134990
845,B004UTSRNY,137421
846,B004UTSRNY,137490
847,B004UTSRNY,139361
848,B004UTSRNY,142005
849,B004UTSRNY,148573
850,B004UTSRNY,150774
851,B004UTSRNY,152731
852,B004UTSRNY,153194
853,B004UTSRNY,156836
854,B004UTSRNY,158598
855,B004UTSRNY,160832
856,B004UTSRNY,163514
857,B004UTSRNY,169258
858,B004UTSRNY,170954
859,B004UTSRNY,171515
860,B004UTSRNY,176078
861,B004UTSRNY,177113
862,B004UTSRNY,182841
863,B004UTSRNY,183901
864,B004UTSRNY,188943
865,B004UTSRNY,189911
866,B004UTSRNY,195755
867,B004UTSRNY,201334
868,B004UTSRNY,205354
869,B075RQL6K5,96257
870,B00K2CRAYK,96258
871,B009SOT44C,96259
872,B082HBNFLN,96260
873,B0133YZ22U,96261
874,B08CHCFX7N,96262
875,B08TB3DZ1D,96263
876,B08YN3YD6L,96264
877,B07PTQHSQS,96265
878,B00U6CGVDM,96266
879,B0052KBW28,96267
880,B0BQWTXV2Q,96268
881,B08CR1YH7B,96269
882,B088G1ZJHP,96270
883,B096G6722H,96271
884,B07RPL6JK9,96272
885,B07GDBN9LB,96273
886,B07MW4WSSS,96274
887,B075TVQ2QY,96275
888,B00SWEOSI6,96276
889,B001KIV6O0,96277
890,B07ZWTYC96,96278
891,B07TFHTBGW,96279
892,B07F8MT35R,96280
893,B0052PJCFM,96281
894,B095RYJJHY,96282
895,B08MF778D7,96283
896,B08W8LKLHB,96284
897,B093QHJDH7,96285
898,B08BNNNMH5,96286
899,B00CUF29WU,96287
900,B002C741NG,96288
901,B000FEF1V4,96289
902,B073Z6YH5P,96290
903,B07GSJ117L,96291
904,B0897TZDHH,96292
905,B096T3KHRX,96293
906,B087PJ121M,96294
907,B086M8MZGB,96295
908,B08BFBYNM1,96296
909,B087BC7GPT,96297
910,B0914JBBTV,96298
911,B07S9H98QF,96299
912,B089GC4DBM,96300
913,B005BZQHEC,96301
914,B0B2VVXM9C,96302
915,B009GPP546,96303
916,B095VQX4DV,96304
917,B08YYGB6TJ,96305
918,B0949MJRHK,96306
919,B08VKQY815,96307
920,B08R3KHG94,96308
921,B08KFKB2FX,96309
922,B08PVH18Z6,96310
923,B07YNDWRCB,96311
924,B0848H7K2N,96312
925,B08GJJ5RV9,96313
926,B087D1YQ2H,96314
927,B07K8JFBH1,96315
928,B07KJPCSZS,96316
929,B07ZS3DKL5,96317
930,B07W7PNSV2,96318
931,B07T3Z58HL,96319
932,B00BHQWMHU,96320
933,B00LHZC4GA,96321
934,B01MXOZDAB,96322
935,B0B6PBRQN1,96323
936,B09NBDZDJW,96324
937,B0B5VP6TZ7,96325
938,B0B6QJLY2H,96326
939,B09SH1FD9S,96327
940,B0971Z28DS,96328
941,B0929B8N9L,96329
942,B08M256NMN,96330
943,B08HL2GW6R,96331
944,B09FTF6T91,96332
945,B09NXZJV2J,96333
946,B09G3KBK7Y,96334
947,B005AL5H9S,96335
948,B09LWV3HH2,96336
949,B097WV2LZB,96337
950,B0868W34QW,96338
951,B098X8XR24,96339
952,B0977LVHF8,96340
953,B08ZNLBJ5B,96341
954,B096S4RQNH,96342
955,B093319X7G,96343
956,B08HJ3FRDK,96344
957,B0929B8N9L,96345
958,B0793JDW3W,96346
959,B095MX115C,96347
960,B0963P8FGS,96348
961,B095LCPL8F,96349
962,B08K2K6RH8,96350
963,B093P3GKF6,96351
964,B08BTSF6MZ,96352
965,B08DV6T69H,96353
966,B08LPGZMQK,96354
967,B092TZCV1Y,96355
968,B0863GCVW5,96356
969,B08R6R1LNP,96357
970,B08P5579KC,96358
971,B08BKWLHYP,96359
972,B01M24DUXH,96360
