product_id,buyer_id
B0841HQBC9,AE272JXL5CUNEXB6N2JUMEWSPXGA
B077SMV24R,AE273IXJ66YMNX5RRNT6UH7K2UAA
B002IP9KOM,AE274N62FVSGIX6PYO6V3KIJ75KA
B07YWGW1SV,AE274RMA6DVFFOQNCJP46IB6M25A
B07QMGXM6H,AE276WPXWVVNQOTNOUBTRXWUNPNA
B07KX8SGFW,AE277GKCTSBIFMSFK5423WSWLR3A
B08RS2VC22,AE27A752TLGODPHINDBHLSEQTQ5A
B088ZPSNXM,AE27B7KVWBXDO2PFU6ZTM5ISRTVA
B0B27TDSBR,AE27B7KVWBXDO2PFU6ZTM5ISRTVA
B001O1M6II,AE27B7KVWBXDO2PFU6ZTM5ISRTVA
B00LAUP66W,AE27BXKS4ZOH4NSCKMUWC64PBHVQ
B07VHVRZ8H,AE27BXKS4ZOH4NSCKMUWC64PBHVQ
B07Z5HRYSY,AE27CDTE4DVHFGUCXEP73XXZ7ALA
B07T6F6XDD,AE27CJLIGBFJKISGM3TQ4JFGTDAQ
B0030BJWEG,AE27D43TLM7HTJYXO7BATSCCFZYA
B01C6YE0XK,AE27EIKSERXT45RDEHYZJKAP2UYA
B0869127K2,AE27FHYKZLWNDARF6MLFCRQT2QKA
B017QJGIYE,AE27FV4ROT2UK6MWDVUB2YUMHPUA
B0852S898L,AE27FW5DSHH3IKY5UYTWUAV7HDZA
B07C9G9929,AE27G4NMZRB5S4BXWIQ3HVHI2ZTQ
B09DKFT8HY,AE27G4NMZRB5S4BXWIQ3HVHI2ZTQ
B00TQ06K4U,AE27IJZJE2WHOPK63M4N3CS6BSQQ
B08NF2WQ4R,AE27IPVQDMSDWIFFFKHP5VVQORRA
B0756NTTJM,AE27KWI4BFSH2SK2FK2H2LVGRMLA
B07L5DCNS5,AE27O2I36TKZS5B22IA67LULQW6Q
B07GKVMJKZ,AE27OHYUCC2PEUQGWBUAPXJE5ZXA
B0838YMHDX,AE27OZYFG7YYHSN2XRTKRIRF7H7Q
B088FBMM5N,AE27P26LMSZ42BHXKLUDTK2L3Q5A
B07HQNRHNM,AE27RAJOXTNBY2LRSZ2T4FCPJ4SQ
B07F3LH6WP,AE27TH2ESVJEZ4PN6PODA5IWSVSA
B073W8JGTW,AE27TQ24PTZD7UTCOKEZWYNSPTHA
B01HNB1MKK,AE27V4CQEQSXAWOIOGNNDPUESPFA
B071GGVSQ2,AE27VL7L4ZDZ6KCSGN6JJCPK2EUQ
B00MTSEBSS,AE27WIDT3VP63VHD76236EYZJ7SA
B091DF3MPN,AE27YCOZERFQ3JQWH2SX6A4LM4IA
B01LZVPCND,AE27YCOZERFQ3JQWH2SX6A4LM4IA
B07F8D9C41,AE27YCOZERFQ3JQWH2SX6A4LM4IA
B00OQWCQS2,AE27YJAXAPXEIDGGEZPR7Z4U65EA
B08CH8VLZT,AE27YPUITIGV3VKNMWA2ITEEINRQ
B095PQ3NCC,AE27YRUSXO262DKLVJSEQK3NUFYA
B07HLD3813,AE27YSJYVV75TTCULL43DEM7I54Q
B07XN77TBR,AE27ZFNZ4DL2MQVVAFV43LKJZY2Q
B00ZVWV9C0,AE27ZFNZ4DL2MQVVAFV43LKJZY2Q
B08R8QM55F,AE2A2FNARPIVNJXOV66JFWXDMPQQ
B09BF7C7SB,AE2A2YMOYVVJVZDKQSDYKIFDVAHA
B07B47C22D,AE2A3GXN5HJ5AOBCXYDEEJQHETTQ
B07MFWCLWG,AE2A53W7BMCQMMQ6LOASI6LIW6WQ
B01GHNU9FE,AE2A5OZCF45GG4IFBCOXATIWCVKA
B00C0YZBJE,AE2A5ZZWOHDDSUPXOTCQ7PKNPF2Q
B0B7B8PGQ3,AE2A6QN3B3BHS2JHJMZ2MNOYO4TQ
B07D2ZSR6X,AE2A75OJGXWHJWKEXILEGWALJ4JQ
B07GBM2HMX,AE2AALHOYZW6J3RIGSIXSZE2T5BA
B01C4VCC6W,AE2ABDHNAJCHIB56XBWQCDND7JWA
B06XNLFK6M,AE2AC6EPOIVULL6ICNJGPGO5DRYA
B00F6LAMY2,AE2AC6EPOIVULL6ICNJGPGO5DRYA
B01J67KBR4,AE2AE3BJIHNTLFP5BL635AVM44WA
B077NZHYZN,AE2AEAGNNZRDFJA7VCGOPB7IMLOQ
B071KQ2LRZ,AE2AETBE77QBF74CKQ7Q3ARV6TGA
B01BKIKXSO,AE2AFNBMKZGOQPIMYVZ244GI2KYA
B07D6X61VM,AE2AIKU6Y7NKNEMPXTQAJH3X7NFA
B09KQKCKJ7,AE2AIYITYCV7FODW5AT7O4FOA4FA
B01MU1PPVH,AE2AJ2UHLXPBJSHAWKMVYD3F2Q2A
B07QJ44NRY,AE2AJ2UHLXPBJSHAWKMVYD3F2Q2A
B095YKRW5T,AE2AJ6WBM2GTJOTL3R6EY5WUXD6A
B08S77RJ6N,AE2AM4F62MMXM5IQZSVNGDOLYEPQ
B00U49MMQM,AE2AMCRRXD734DFAW4SPPBLKRWXA
B00TFGVJMS,AE2AMPV4Q6K3XUOAMBS3DMPLFTGQ
B018GTTBEC,AE2AMXS57QYB4E257RREL7IW5SPA
B07PFCGFQ9,AE2ANG3KNW7FNY3Y7V7C3L74FKFA
B07ZCT8Q73,AE2AOJWUH6JJ62RQWYMWTGX3WCVQ
B0170FP8CC,AE2AOJWUH6JJ62RQWYMWTGX3WCVQ
B093H8ZRJ7,AE2AOJWUH6JJ62RQWYMWTGX3WCVQ
B00AQF930M,AE2APC5IW56NQLPU74CZCJ72SAYA
B06XRS4XR5,AE2APC5IW56NQLPU74CZCJ72SAYA
B07P9SF5V1,AE2APC5IW56NQLPU74CZCJ72SAYA
B003NTFDFM,AE2APWI33F3V54QL5ZIZOZOZVY6Q
B091534TGJ,AE2APXVBEXP64VP5ZCHSPXMQ6RZA
B07L1SFMC4,AE2APXVBEXP64VP5ZCHSPXMQ6RZA
B07F6TG5N4,AE2APXVBEXP64VP5ZCHSPXMQ6RZA
B0913BBLDN,AE2AQNCQF4CCXT42ZDVJBXPORGUA
B08G4W8BH9,AE2ARC5BSSNZR7FITP3OLQNAB5YQ
B087D6YZDG,AE2ASAMAJLZ2756Q6DNRVM7MJ6WA
B074HCMBCK,AE2ASLUKCHXDCA3ZGMFYWBXUCLFQ
B01EB8KMVI,AE2ATGKLNDQWYZ7GZFCE4JOI3AAA
B00VAP82G8,AE2AY23ZKRES4P3MQCONH3B2JKIA
B08ZXKGFNG,AE2AY23ZKRES4P3MQCONH3B2JKIA
B00OJFVVAU,AE2AY23ZKRES4P3MQCONH3B2JKIA
B071Z7R995,AE2AYIED5LGDUNPP4OBRWSM4QTYA
B08BY1Y6HR,AE2B3GKN6NDUS3BSCQCJLQALPLPQ
B07ZYPYMDM,AE2B3NSAEWYA7PREHOSNXYQDLFBQ
B07121GVRY,AE2B4VEESHR222CVPWQHMBMYVKEQ
B078YKJH9L,AE2B5NTEJQKY4CTJBZPIJMJLIEFA
B08DS7GRPC,AE2B6KSSPPYI62RVGNT6PSMKWEKQ
B08MVPVJ7V,AE2B7DANALURFZSA5FBMLBDZPOYQ
B07DLTN1P3,AE2B7DANALURFZSA5FBMLBDZPOYQ
B08LYSTWCW,AE2B7DANALURFZSA5FBMLBDZPOYQ
B016B6LZUK,AE2B7KCHQYMXIZACECUHIL6DD5AQ
B01MFFPF3S,AE2BA7WS6WJ5WTO7D4LGRQKZKFLQ
B00JCCBKCE,AE2BBEADABADOOWKUUXJ6GFBSZ4A
B078V3FMQV,AE2BCUTEGIGFRHSRLG6XJYQ4YTSA
B01MD04KCM,AE2BD64FI6WQVFP4K5NAXXQZYDBA
B08517KGFW,AE2BD64FI6WQVFP4K5NAXXQZYDBA
B08JTGR8GJ,AE2BF6UUJX7DLQ2D2CPZXV7YTVCQ
B071SDV3NZ,AE2BGPOQPCSXUMOUJO6FT5ZKTW7A
B07WWXQXR7,AE2BH6HTK4GSVNC7X6BGBZHRCTWQ
B07JKMSQPV,AE2BHKRYXPOGQX3UAAVJUV5P3E4Q
B01F0228KW,AE2BJBTX2HY6J7DG2N53L5APGDCA
B094JB3VKD,AE2BKB6KLBOHT42P44NSF3CUDNQA
B08FC8WK88,AE2BKJAOBTIJS6W7UMLJGKM4YOKQ
B08KXND39H,AE2BLB34CQDT3XMXGP6XRXWSTCJQ
B093SKYRD4,AE2BPR6KNRD5LWGUZ7OA2LTIRFVQ
B0BFFB6TBK,AE2BRYKDMOFXOHR2LH55URFU7IUQ
B09NSCCZZY,AE2BSZCMTX555YEVWUHJ4ZUMQUDA
B07MKM9S6M,AE2BTHEPPVENTRRF5FQ2KZCOFG6Q
B07GS93SMP,AE2BTQFFUUNV6TWOHJKWKE26MTNA
B0115YS3OE,AE2BU2EJVJYOI3X2L42WHLCKLYTQ
B06XSR9D1L,AE2BXCUURM653Q25254ONCFWW5AQ
B01MZBVA73,AE2BZEQ3EBKJH5RXNORVUMRZDNWQ
B07PK7Q2GC,AE2BZO364RXOVA2IFEZ5HGCUJ6GA
B07RMXZ14Y,AE2C5ZFK6BRFIEF2KQ4ZPQU4DVSA
B08BLS3JXQ,AE2C6M6A7HET2GDE3DSVZTXBU5SQ
B072V3Q2P9,AE2C6M6A7HET2GDE3DSVZTXBU5SQ
B07GZKZWL2,AE2C6RKSGM3DG2SGCBFLQVLFOE3Q
B08N6M89B6,AE2CAUFO4HF5VO6TMNPXQAYIX5BA
B08F25HNGP,AE2CBGMEDQHBQEQ2OBXEYDCVRW5A
B00B8CGNNC,AE2CDDP2CMPTN4HPNOCNM3J7P4MA
B0744PL1R1,AE2CDLWO72OLQTDFZPARM6SXB65Q
B07VM66KK2,AE2CDRMCNQCTLIIGSJ262NJCISEA
B087QZ93VF,AE2CETBB3CXM5GQCQ6POY5WFJBWA
B07T65SQVK,AE2CEXJR2OEOFTUDUT4ZWNL52IAQ
B07BNBYQWY,AE2CG6KLHT4WHICCHAEMEUBQLY2A
B09V1TFKSK,AE2CG6KLHT4WHICCHAEMEUBQLY2A
B087F56KYR,AE2CG6KLHT4WHICCHAEMEUBQLY2A
B08BRVH6MX,AE2CHME6XLUUAQ7XHWGFYOAKSWZA
B01N45SBPV,AE2CHQRTSIXAD3LCUL3C7HW64MYQ
B07YWTXXPT,AE2CHQRTSIXAD3LCUL3C7HW64MYQ
B07PFZYX9H,AE2CICTKF6MHTB2RORQTXV6F5UNQ
B01G5I6L2G,AE2CJNN5T46CBJMKZ2ZKKH5RQSIQ
B07GDD931B,AE2CKBC3JXGBMB6LONAJBZ3BQELQ
B07611DP8J,AE2CKBC3JXGBMB6LONAJBZ3BQELQ
B017JDAS8E,AE2CKTXBSKP44HEPE5FFQTKDBT5Q
B08CBRCZD9,AE2CLL6GQNCVUIBQTSCTEABPMEMQ
B01CN5EOD8,AE2CMMJYAFZ5RAZ3KZWK6K3OGBUQ
B016VNZ1LC,AE2CNNXVIRMPWIXYELGS752TYZGA
B07T24FL6L,AE2COOWL5EO6KQKTXVYBOCZQCRUA
B09BKMQKS3,AE2CQX6JMKS4HAKLAFJW6K3GQEEQ
B079ZG8SB4,AE2CRPTFFF3BMRWUNH4QE7KITGCA
B00OAIY9XM,AE2CTGO6AY2I3UPRSR63XKQZVEOQ
B072JLTD3P,AE2CTGO6AY2I3UPRSR63XKQZVEOQ
B07XG33227,AE2CTNLYDPDUGVYC53PHJ5YYEB2A
B00JPZMZ72,AE2CW4BFVKPPWIHJGS7TZ7JDGAHQ
B0756CF51C,AE2CW4BFVKPPWIHJGS7TZ7JDGAHQ
B004PU3WO2,AE2CX5M7MXF7KDP54ZACYIMHB2TA
B07CCHBHP1,AE2CX5M7MXF7KDP54ZACYIMHB2TA
B08DL8FHFV,AE2D4OHGI74AZZOXFI3I33PKQ7BA
B095CG2ZV1,AE2D5DITXX6J2IB7ODXQNZEGCQDQ
B01LYY7IOC,AE2D72GC4SM6IIRPJHMNSWQHREFQ
B07FZ4BBB2,AE2D72GC4SM6IIRPJHMNSWQHREFQ
B07RQPT643,AE2DAAF67CBFOWFG4OWN3WBXDHTA
B01KVDOLV4,AE2DAKEY63FXUEQBQSPIXKQ2N54Q
B0757SM69C,AE2DAKEY63FXUEQBQSPIXKQ2N54Q
B00OK5MOAA,AE2DCKUWCFX4H5CWG34K3VXWYNEQ
B006N2Z1US,AE2DCKUWCFX4H5CWG34K3VXWYNEQ
B01H8GZREM,AE2DFOZD5DWNOUNWV6RQ7CROKBFA
B014LVLT7G,AE2DFUDT7ZEXCMTZL22QAYAUJWSA
B07B8HN86Z,AE2DIKCCZENUXMLYQYHI4WDRWTMA
B00KTE1C40,AE2DJVLSCXJOBLPTR4KWC3GARTAA
B0B41K3TZ8,AE2DJVLSCXJOBLPTR4KWC3GARTAA
B071WTJ7WC,AE2DKO7GF3X2IVKOJM65RDHUEYSQ
B07R92J4SR,AE2DKO7GF3X2IVKOJM65RDHUEYSQ
B0754G75KT,AE2DN6FRRDTWECCGLAPLDP4W3STQ
B018K6GHZC,AE2DN6FRRDTWECCGLAPLDP4W3STQ
B08XW9MH3S,AE2DNLSF42EUWFUSVMUN7AS2VQUQ
B07SC12CDK,AE2DNZH7OF3BXYTYO5N5QUNUQJRQ
B01IIUP1XE,AE2DOGA2QW4E3P5AMTBKCZOXTHBA
B01DE5OHCY,AE2DOHHD4VBTSNG3PDLU3STQC5BA
B01ID4TTSS,AE2DP3RAINAJMUFIOKRIKJG7FFBA
B08FCV18Q4,AE2DP43ERYBBFGZ4MEMWBAIIHOBQ
B07KQ2626Y,AE2DPDWDN4JPZPYRDFUHQNOI2I3Q
B08JYB8SS2,AE2DRMQC3ZD7LVOP7HWSYA6OOWZQ
B073ZDBQR7,AE2DRSZD4EGHSKS7PQQGQJNVCU4A
B07289PG2W,AE2DRSZD4EGHSKS7PQQGQJNVCU4A
B071GPW83R,AE2DRSZD4EGHSKS7PQQGQJNVCU4A
B00WZX0EVK,AE2DSU622DZBRCRFLKPYF3FKPUPA
B07YQMMLF6,AE2DSU622DZBRCRFLKPYF3FKPUPA
