seller_id,p_id
ZFRI98VRY86ZS9AQR15I0JVQNO87YC,B002V5NZS6
BZDW1Z3WEINC72SBU2RFO43K4GIXSM,B015OC1J58
LB62AHWHUCZJSOUEUGYHFFP013AHYB,B07FX823ZQ
UBLNGENOLU2X83JK0CIM3AHUYOQ569,B08B1PR9C7
Z9573O6WIMXOPSNROJOGGWOXDF4AQQ,B083KFH3S7
H9CDDZTAJT5E4ZGHXC4Q7EUOX6680R,B07VGB3JZP
YVBSO6QUYFR0XEATM4B3AHZSFQNLKL,B00CWL4PUG
203QDRLAHLKC5VUA2YA5W61MVW1ZA6,B01IAEKSU4
SEHJBNZEE0MMZLC9OOI8T7N41LGFFE,B078J32XBK
EOVMOOTLA7AMYCKPKGPP0HGSNJRTVK,B004BGL89G
PHVD321OD1E4MDJZFF7RVWO2O1A7I6,B01ARHEHMC
ZNDFEP7KK1UTASZ40ODRDSL0TVQ1XQ,B07H2TRXTB
SBUZZJDFDEO97BAI1HDUYVWHA5PAO7,B0BXNQZW5C
QOQYU4YRHGQHAQHYAWDM0GOWUWKTMY,B074J6FFTZ
4UXBOJ6237ICSVPYROOJVM2YH7UAH4,B00XTYEYWO
19TVUMEBRY98AV9X8YPL3NX9LXIED4,B01IAFKGUU
XJX8AOG1DUC06OUPDEYW68E92WXAO0,B07WDYCYFM
ZI81CAM2T0Y2PI7BFYZDMIBYS96TJH,B00GMP6FW4
J155HEQ6FSHZP2752O3QZJIOJSZMND,B08MCL1DW3
IBPMKEIF66JZ01YHLOAA8DZOU9N2G8,B00GMP1ZWO
UZLY7LU1A7SF49UV660A63MCDVM32G,B00SG1JXS0
165ECXAJOVJPM90INK046MSSX0U5LS,B07BR5QSTK
ZSR2DLTR5VSJ3FJEZQC9HPS55MN6BJ,B088ZWKBL7
M76M773E7S7Z8KPV90AV0AEAKAATTT,B09K9JHDNX
AANRW4TDI42S3N05DUD83V9O10P10J,B07ZS2Z9C8
BL5OGHLAHR1OURJLN7R20X7SDHUSTI,B06XK5RJMR
3DTWPC8832DRWB7L6ALDWMJODSUQ4A,B01N062C2F
1Y7XK8H6ACVBC8K1IKFYYERJWUFTFO,B085ZNSK1X
AMAZON0000000000000000001,B00JZ5F5Z6
FFLB2TALJNM3XMTCJTJMFOJ8IKU3AJ,B00JZ5F5Z6
M6WQENR4I1495L5AUUXOWRO4MXQOJW,B005AL5BZS
8ED3RHWU907SO9C1A29F3CORWRQQ2G,B085RB4K7T
VLAKYUEDJV4BIIE2ZDSKOZY9G5GHVR,B09DXK7BB3
71I6QM0WREFT5V64UOYSKGTZEY3MTS,B00DT4757A
EXSIZCY12ELCNWK1WCMLE61942TNZN,B014BVW62S
F5JVMVRMMVB9U3SJSFOE2D4J5IT8DC,B00QHB48M2
YE2HLVPNZ8G9KBVNOZUGHP37KMF7O5,B01G45RD9U
Z35X3TZT1W71M7YJV7TPZ8LJ8ZYP49,B08LCB741R
PH2NSHRMHAD8RQ9UDGKP90EMO4VM7Q,B07P6TN5RF
F654W8YPK969KW7I3WT0JNTR3BUDYP,B095BKF3V1
3XK4N18673OOLLM18E6JON3LIDVL9I,B087QWJ7XG
D2AWFXW9RM9MRBETY0VL0D82Z85Z56,B07BW9CGXX
AA4KEMKYYUBCM7GRT7TXCZZED2QTFJ,B01F4N9MEC
N8KBTHXQQWIMXDE35MM4YX6UC12CNQ,B0B5XFVSXY
E648CFK79WSVLV66LJK52ZB2C2Z5FN,B008F5FCWS
B4Z3CGGAF0T8QIOUDKGAGDP7S85XDV,B00YTBB7DU
212O59463DD6O5OXJ5GYUDMRN0NO36,B07KFRL2Q1
88C7UJW4ELJXOXJ1XJVF7U302CILZU,B01MY5BXMA
94AF35702WNM2JV7WSCNCY55T7VSWC,B076LKL1XY
7FBQ73SG8969R7C3LTWZTATT7DEMBA,B089N1HQP6
HV9HY7QYO0I2U02WGJQ4DLXRPK6CAE,B08HLY7CX9
ZFMG7E95IPVQO5DEBEW27O71Y5P7JC,B0008F6QGO
AMAZON0000000000000000001,B00JM1BZUW
FFLB2TALJNM3XMTCJTJMFOJ8IKU3AJ,B00JM1BZUW
B9YGVABO6Z2VFLCXHIF43BUVE05B1Z,B07KDNK11M
SXPO4OFW234QG7Q2UR44P60D6RJ47M,B01MXLP1T1
RV34CQG1WNW6QGEJIJQ7WJWXGHEQP1,B078WYZK74
D2SM3IQUHDTE8P8MLP02JGX7XRMYOW,B01JIVO8GS
EAP7Q5D6E7C5A0BTMEW4R5ZXUV46G6,B07KZQDM8Y
41L751QZARUOFV5YN22KN6D7VGZ538,B08XS4D82F
9BAO3MFEQBGIDTXD7CWHZ8UYXP3C8W,B08JP74M51
S7MZOU3UX6VISCT9JZ2RQBV8KKP63N,B07FP2C8N8
XCNAJS45V5KA361YLEEFU0JYXTSE2G,B096LJJ4K6
1BEYXZKOG91S2X13LVL2RK87OMYKZB,B07FX94GYX
QC6QIDSCXCOMEJ65ERAD2DLFH4Y8YA,B01M1OBRBQ
F5VMG1P4XZCYUXNQGTKOWOATON47I6,B001281404
HTM7NOOY6GA86WRBX59PU80O5W1NKO,B06Y6Q2C7B
B3IQOFQ7SEK5NGR9KT350WNLZU8KZQ,B078N4PJQY
1F0FJ9ML2E7HPDAKQ0MLS23S7NMY49,B00BNARG9O
8X3DTB7ZFQS72XA79FZFE7V7PGG470,B07L44GXXP
Y0DTVXR9WGTWHWGELFQ5SCA6H8KGPB,B07927V3SQ
V8AEWSZBFGYFQCET3KREHKMYMRBLRT,B074CQC2NG
AMAZON0000000000000000001,B07GRQ1FZ3
FFLB2TALJNM3XMTCJTJMFOJ8IKU3AJ,B07GRQ1FZ3
BXZ3N1ZF6ZWKXS8F9YE28DQ1C5A01N,B0B2L218H2
GVZ9YVPFJEZHHNW1WW9N2N7Y7DL9QG,B08F2ZJP48
CI4RWA2GH6TJ0T63ZZ5423KWGAE8W1,B089LR2Y1S
UH8KTV8IBI7VLL8F66URY2ZW6S0T6M,B07FFBMBP4
BLB0DZ7LR1UYE7QW010F5ZEA67PRQJ,B001VPEFPY
AV2YE84VQR93TKIVGHE71OPL20ENZT,B0002SGSNI
XREJEBK2PSVWUWDAE56D7BO45GKPSH,B06XC95XQ8
HH9VRBIV3EUPMS03HXJDC82I4JCFGS,B071XQ355Y
AANRW4TDI42S3N05DUD83V9O10P10J,B00UB7ANHC
Q0GI34JZ5E1WCE642SRQKXNA9EC4RX,B00JXMJ9QM
5RTAZMIIJM5H0N8HS8E2QTQ15XIEQW,B07XFPYRVV
GTCPE7VEPBJ6XYZG5SMJFEM4Z7SCF0,B075KC9Q4P
7KEDAPWD2ND4LXZIUZ8V7B52NBDHUX,B0BN7FC8G5
4SK2O42E1GKUA3DJ09MMQYE144MPBL,B079CW539Y
H7VYFKJ7AT57XL99RNSQPIHSSNIX4G,B01LWJ14O4
CA1XS5XNUCOBVKWBAEPU12MXFJ8BTC,B07YNBPFZ8
AMAZON0000000000000000001,B01CIS7K40
FFLB2TALJNM3XMTCJTJMFOJ8IKU3AJ,B01CIS7K40
MRPNGCV66U4RGFPA7D5YOH8ONJRBN2,B01K1XFW30
PJXRF571GG4C5RAPQDHHPHKV5Q00OK,B00T417IFQ
VMZZU1N4VVCFOC794GO1USIY5KYKHP,B0BCDTPW2J
WPDOW0X5KJAEK1ZU0FWQZH4KILWUGO,B075RB3XJV
0V3DRWJJI2UBZDFBTMETQWWZJY0ZZW,B00J6CJSYM
3BYU1YH1J7A7GWRYY9N66XIUVO6U7F,B078YCFZDB
VPE9EOVYKU2BJRWFMV2XNI638RT6PS,B07C533XCW
Q4BSASDA5GFFGA5LDLGBQ5LA1P7ZPN,B0042T0HLM
3KWQCONW7LXORAVPN5BP5536K5A66C,B071GZBM9K
XKHMW5TD5X78NJ4U1GYV2EYJVNJ1C5,B00RNOSL3Y
VKUCE6EHVPTLC7LYV6S57APWCWBGYB,B07CT88DYS
8B9CF2CEMQ2M3TIG31M7J3ZN2W47UH,B01IN65E7G
NE7RCBUF2V1C0L06F31G3Q10IGC9N5,B07VBDQY2F
4H718K7S9SGAJRHTUHTISBSNVBR209,B09FR54XLC
E4MU6WY0JFQASOHC3RSK50U297R0U2,B00H4BZM9M
PV4V152YK72UUWCY55KLXRRA83DC20,B08MZDXDCG
AMAZON0000000000000000001,B01BB8J2VW
FFLB2TALJNM3XMTCJTJMFOJ8IKU3AJ,B01BB8J2VW
35FQVM7MTE1H9S4MF6T0VFHBJI6HQB,B005239M18
AP2WY3GLCIY4IYDFQ6HVDKIOC4TUVU,B001ET7HJI
ZKTZKIFJWBLU0H7GMW4ECL40MFVMAM,B084Z5WGKD
KU23BR2HX87WND4M9D8FB5FU586KIF,B092CX6382
JKRAORHOA5A1G9RHZHV2NQ330GFWWQ,B07N4749SD
8NX8AL8AOHURWSM3AROHKW5PHF7OD9,B07CNKT57P
06L5QBEDGTKG48S2LVQSD9M1AHS0V4,B00IK43G0Y
18CR659RYX73SELZE32TDWRQMXWDWW,B08CPRPZZW
8LBKHEKERFSBT294QBPRKDF6FQDJ6X,B01F7WA2X0
5BUA25YC7AZVZZM6CUJW3WQ0SWZJH8,B014P8G0SS
TCUHXXS822T2XSG38J7KP8FFZYB2UA,B082BGJ5JD
R1ZFBDVRLJQLLE2XB9PDY2EJSO6JXO,B01LE4QJS2
44EQQSCE2TYVE8O4RJ9B2KVWTN1GV4,B00GI01B18
9C3INJJF1NTHP8K0CZ86K96ZPMWZVG,B011IZTUWO
4NC8REY1FFLIH5H4L9C1563MFO6SYM,B08PKY8Y4R
98H6JND4J968XN5VZ4EXY8V2CRRBHW,B000GBMYC0
SMHJ4UFJ4DPWKV2VDKSE5NXMNY04L0,B07DZC5QYV
Q795WNV2UT4C15CDM728FLJNY0FANV,B07XP9XKDK
HZQKDX6AKIQ9D70YQNG7CKKHFL1JGE,B00197TCJI
OZMPEO0JDO25GSSXWBI74NCBY7UOZE,B01MTFIFJS
7KEDAPWD2ND4LXZIUZ8V7B52NBDHUX,B07QMYNMBR
EC1D5NNSBSETAIG0NFF8DFK9CFCJQ6,B00XTW44GM
G7JOOLSIRPS8NATP6SKRPO0RRPPF1E,B0711L86FJ
T5MTITFFYQB9AEYCWIN0AS1PUE0RBI,B00NFV2UFY
A05TRLF3D6JR55FW9QYC376WSL8TD1,B01MSS8A31
5N1QPQ88TCNMH6UPIXYGOIK4PBXYPW,B01M4HJO23
YIZYZKJPC6LPED09A9YSEBLABBWPJU,B00158S4S6
XYWT827D4PTS0PAIIWQJDBJJUH0NBP,B094K4XZBX
KDT1W5KP2YSGVSL7NCWALUEJL0B0QB,B0798MCP8W
V1ZHBI7Y90LLPSLI1D41VU3XSPZKN4,B01CVQALFE
WG9HN1JF2I2PZFF27G7RQ6LHXIU54U,B009EAJFTE
LI0NOYOZRBIL3GMHBN5D8YU6FPX6BL,B019GM3N5Q
7R6S4LJ5BLQ7TF333MTALHLXE4HA9O,B07PMXSLDB
AMAZON0000000000000000001,B005VIKX2G
FFLB2TALJNM3XMTCJTJMFOJ8IKU3AJ,B005VIKX2G
B49FBHC14OI6PLV9YCQQLEU6LJ5UJD,B016ZC0RM2
QHPJ5M6NUCJ0ZABKGVD4HN0J2T6Z95,B07HB585KG
JM817GHRSI7B7Q0A1ED4E23VCYMW1Y,B06XKS989B
7R3NN42KFWFSTXVAV1I4WWVT3F5A57,B087BC7GPT
Z99TKJHKTZQ9IFSBBWOS3QYZJ3096I,B07419B399
LGQUP0E1UO0EZ0ISU79472UOT9M3YJ,B06XHZHPXJ
L6GO71OQ9NUHT3Z6W3JUSK5S37CSKC,B07SYHZ3DM
4WNG5FONB3BV7H3287FWK8GAUPIQM7,B07PP2GRVB
VPFJ0IFRIHGL0VWURPA4VZABGXKPB7,B07FNN7VBP
4GML6W5CURDUSGK8OKIZ7TEXURR0NI,B08HSK1T4Y
8SOBG02JQO46JGMTBFJV1O8N7FVCTO,B01MRUQUE2
4LKIPNSC1XFUWQED305WHTVF0863KI,B01543EEVI
XG29L76SBHGOWJ0ZOEVL1BFTPZ6RTT,B08BZNW9NK
GN8K7GF2QP316CPGKC9PTQQRPIZU83,B00MX4597U
AMAZON0000000000000000001,B01H7QSCVS
FFLB2TALJNM3XMTCJTJMFOJ8IKU3AJ,B01H7QSCVS
3ZCQHJ95XZLT1EWZQGSETQUFS80M3F,B08VDBX165
BN2PV22TJ24SGPO7KZV0F9VU01TDJW,B01MEBT5G4
K90PAWY7WHU0SITWAEVTTF1RZK5T45,B01195J43I
QVAL7OSEMTIEL2ZUZZ0TPTGX8IHRYY,B007QG7G3U
94AY77GY7Y7OWAV7BNSJ7R1M60IIMC,B01I6T83QE
LBZ4E64ZY8QVL8FQ13A25GI7K4LZB1,B01LXJR0N0
O9R6T4PY567RK8NHF7HQQ8IWSOVZGW,B0C7DFRF12
SWZVULO4J5P8JJYDV7ULU8X1RVQYIA,B00TOX0ODM
M52VT90AQJSWWNMMXYOJU4QNAJ3ZQW,B00U0U0ZLY
AMAZON0000000000000000001,B01BKDOIXU
FFLB2TALJNM3XMTCJTJMFOJ8IKU3AJ,B01BKDOIXU
KNMRSIEX5KDM7R0LPIQCK2O3KBLFX9,B00O3ILA5Y
2KOA9SZEQPKR6PMMGUZQZ4NP7WNKI8,B00L5HZCPU
CEFNUUVNZ1R83MVIW4OQ4NCY3N74OC,B0181LWMZ0
R033BWGLLTBPFV8GVFN181WJKX8457,B010HW5HV2
3GEIZYXM6EL5LVPXKMHH4QTQ8J7XM3,B004X8JLN2
AGWHNCOBBBXYGSYOSJV11ZAHY081PU,B08TTP42Q1
KHV0E4EIOGUZGPDAY39FLAAFPBJXVS,B01IAFJQAQ
2GIAGA2C4IL20KZ309NZFS28TT5JOV,B0778G25S7
VNLYNPU0IAVSSWZPPA6FSGYC5I8YOE,B079L3Q9BV
1GW0RFTTIWY8HOTNNKA4Z4USFL7DV2,B01MEI0JXW
P5Z7KZELP8ASVILZHICKE9N7WVUARU,B07RX6429D
KJSSOM82QCS32G2CKP11F8H7YWQ976,B00MBYAPD0
4I0A4719V5ANTQ79J5HWYI3K7ARCDD,B00OQKZ51O
ZZ4POEE9U2GSKZP0EN6CCSUF6GLBBW,B09J26QMRL
JUDOHYQGHCS07C74ZEM0L2G85I3RAT,B07MTT662Y
8ZQK8H9613TSRO0RMA607EH8EGI5GJ,B08RDMGG4T
1QFP1R5OWR2MT7JLM9FBNWSV0AMJ8F,B06WP1ZF8B
SWBZ8TXH5DWXSLEZ629HPU1WJTE8PJ,B07SQY49LX
AMAZON0000000000000000001,B01DL9K0LK
FFLB2TALJNM3XMTCJTJMFOJ8IKU3AJ,B01DL9K0LK
90R0X7N3C1H3G3BNUECHESKU70I78O,B0738XSPKC
NOYZ72FUMA4ASN6ZI3V31SDAYSYA1W,B0767M54JB
VRO0CN0SMUW29M1JT6NAX5Y7CLS0L9,B088D2ZCD5
L9MOMLOX76N71OTUB35B2SGTOJM3V1,B01MDLG6II
P7AYPXJ3DQ3NOKKS8GZUCJ9VGIJOK7,B0168LM53E
AMAZON0000000000000000001,B01JOKTHE6
FFLB2TALJNM3XMTCJTJMFOJ8IKU3AJ,B01JOKTHE6
AV2YE84VQR93TKIVGHE71OPL20ENZT,B07VWYNBHJ
EUDICC2QPXGRP5Q7YC54YOL0NINZDS,B073TBC4TS
TOOO57GRRT9TALZSTT5MZAOHTO2CS2,B01GS7QKQQ
U59OCAFNKEA055NXYFSC49W6SEE9MG,B017XD9GP6
E6RPJKW4D7TXFU8IP4II4YC0CM8EHV,B082Q58ZTV
CL4PIRGKKHBAEWTAJMBDZ1B93YYZCD,B0721R3XCQ
E76TL28JW4BRGXM15XBDZ2ILC40DQU,B08C2P34JC
HXVBLQSZBW7TMFQ708ZX1IUHK3J9SN,B08P4KS91J
YJHFBYD5L38O2K7VMDOA04FUGX3NLF,B073QSZ7L8
AMAZON0000000000000000001,B07PDL9GRS
FFLB2TALJNM3XMTCJTJMFOJ8IKU3AJ,B07PDL9GRS
ZLL1WUJY9JNUI0XKZFFXY9ZNGNR180,B08B7QTGQH
BE7QYG5IZQ7CPS84ZKKU10PE94GSY0,B005XSZS92
5I6SWN56QQKGBXVKJVQLG0YGRCYFGZ,B07FMH13N6
KR46ZC7KYXE7UKZLKL9ILZP8PS4RPN,B001ECZJYU
JS7HI4JBANMK6OZ8VIO16S3QREV6TY,B004Y00WIC
M52VT90AQJSWWNMMXYOJU4QNAJ3ZQW,B07CDYN5W8
